htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
uc1.b3322565	The Duke of Monmouth. v. 2	"Griffin, Gerald, 1803-1840."	1836-00-00	1	11146637			https://catalog.hathitrust.org/Record/007915326	https://hdl.handle.net/2027/uc1.b3322565
uc1.b3322564	The Duke of Monmouth. v.1	"Griffin, Gerald, 1803-1840."	1836-00-00	1	11146637			https://catalog.hathitrust.org/Record/007915326	https://hdl.handle.net/2027/uc1.b3322564
uc2.ark:/13960/t03x84s6x	"The fair Irish maid, by Justin Huntly McCarthy. "	"McCarthy, Justin H. 1860-1936."	1911-00-00	1	5200879	11025435		https://catalog.hathitrust.org/Record/007665551	https://hdl.handle.net/2027/uc2.ark:/13960/t03x84s6x
hvd.32044086831112	The fortunes of Colonel Torlogh O'Brien : a tale of the wars of King James / with illustrations by Hablot K. Browne. 	"Le Fanu, Joseph Sheridan, 1814-1873."	1847-00-00	1	"20291094,3905883"			https://catalog.hathitrust.org/Record/011602029	https://hdl.handle.net/2027/hvd.32044086831112
nyp.33433074941810	"The golden barrier, by Agnes and Egerton Castle. "	"Castle, Agnes, -1922."	1913-00-00	1	9258898	13022867		https://catalog.hathitrust.org/Record/008665212	https://hdl.handle.net/2027/nyp.33433074941810
uc2.ark:/13960/t6qz2g82q	"The graves at Kilmorna; a story of '67, by the Rev. Canon P. A. Sheehan."	"Sheehan, Patrick Augustine, 1852-1913."	1915-00-00	1	32006359	15004587		https://catalog.hathitrust.org/Record/007707992	https://hdl.handle.net/2027/uc2.ark:/13960/t6qz2g82q
uc2.ark:/13960/t7jq0vw6t	The handsome brandons / by Katharine Tynan ; with twelve illustrations by Gertrude Demain Hammond. 	"Tynan, Katharine, 1861-1931."	1901-00-00	1	123168702			https://catalog.hathitrust.org/Record/007675220	https://hdl.handle.net/2027/uc2.ark:/13960/t7jq0vw6t
hvd.hxq8e4	The house by the church-yard / by J. Sheridan Le Fanu ... 	"Le Fanu, Joseph Sheridan, 1814-1873."	1866-00-00	1	10400561			https://catalog.hathitrust.org/Record/011529985	https://hdl.handle.net/2027/hvd.hxq8e4
nyp.33433074870811	The king's deputy : a romance of the last century / by H.A. Hinkson. 	"Hinkson, H. A. 1865-1919."	1900-00-00	1	32680625			https://catalog.hathitrust.org/Record/007662314	https://hdl.handle.net/2027/nyp.33433074870811
mdp.39015012312495	"The Latimers; a tale of the western insurrection of 1794, by Henry Christopher McCook."	"McCook, Henry C. 1837-1911."	1898-00-00	1	611745	7015294		https://catalog.hathitrust.org/Record/000246199	https://hdl.handle.net/2027/mdp.39015012312495
