htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
uva.x000241492	Around the world in eighty days. Translated by Geo. M. Towle 	Verne, Jules, 1828-1905.	1873-00-00	1	1621846			https://catalog.hathitrust.org/Record/009784707	https://hdl.handle.net/2027/uva.x000241492
uiuo.ark:/13960/t2f813b83	Around the world in eighty days, by Jules Verne. 	Verne, Jules, 1828-1905.	1920-00-00	1	15096931			https://catalog.hathitrust.org/Record/101686815	https://hdl.handle.net/2027/uiuo.ark:/13960/t2f813b83
nyp.33433075815062	Atala and René / Chateaubriand ; edited with introduction and notes by Benjamin Lester Bowen. 	Chateaubriand, François-René, vicomte de, 1768-1848.	1901-00-00	1	3860063	01006307		https://catalog.hathitrust.org/Record/001211737	https://hdl.handle.net/2027/nyp.33433075815062
nyp.33433074801154	The baked head : and other tales. 		1856-00-00	1	4095347	26003638		https://catalog.hathitrust.org/Record/008657257	https://hdl.handle.net/2027/nyp.33433074801154
hvd.hwptej	The bat : a novel from the play / by Mary Roberts Rinehart and Avery Hopwood. 	Rinehart, Mary Roberts, 1876-1958.	1920-00-00	1	20230794			https://catalog.hathitrust.org/Record/100550918	https://hdl.handle.net/2027/hvd.hwptej
mdp.39076002720113	The beach patrol : a story of the life-saving service / by William Drysdale ; illustrated by Charles Copeland. 	Drysdale, William, 1852-1901.	1897-00-00	1	1832650	07003334		https://catalog.hathitrust.org/Record/009930801	https://hdl.handle.net/2027/mdp.39076002720113
mdp.39076002652159	Behind the green door / by Mildred A. Wirt 	Wirt, Mildred A. 1905-2002.	1940-00-00	1	11628866	40006308		https://catalog.hathitrust.org/Record/009930186	https://hdl.handle.net/2027/mdp.39076002652159
njp.32101054788938	Bentley's miscellany. v.1 (1837)	Cruikshank, George, 1792-1878. Smith, Albert, 1816-1860. Ainsworth, William Harrison, 1805-1882. Dickens, Charles, 1812-1870.	1837-00-00	1	1519526	05014033//r83		https://catalog.hathitrust.org/Record/008900334	https://hdl.handle.net/2027/njp.32101054788938
mdp.39076002630791	The black buccaneer / by Stephen W. Meader ; illustrated by Edward Shenton and the author. 	Meader, Stephen W. 1892-1977.	1920-00-00	1	173683674			https://catalog.hathitrust.org/Record/009930297	https://hdl.handle.net/2027/mdp.39076002630791
osu.32435075205609	The black hand / by Wilbert C. Blakeman. 	Blakeman, Wilbert C., 1847-1925.	1908-00-00	1	25232924	08030938		https://catalog.hathitrust.org/Record/100594529	https://hdl.handle.net/2027/osu.32435075205609
mdp.39015085435223	The Bobbsey twins at Cedar Camp / by Laura Lee Hope. 	Hope, Laura Lee.	1921-00-00	1	2718247			https://catalog.hathitrust.org/Record/005104162	https://hdl.handle.net/2027/mdp.39015085435223
nyp.33433082332069	The Bobbsey Twins at the county fair / by Laura Lee Hope 	Hope, Laura Lee.	1922-00-00	1	1410101			https://catalog.hathitrust.org/Record/005805688	https://hdl.handle.net/2027/nyp.33433082332069
nyp.33433082305636	The Bobbsey twins in a great city / by Laura Lee Hope. 	Hope, Laura Lee.	1917-00-00	1	3677737			https://catalog.hathitrust.org/Record/005805695	https://hdl.handle.net/2027/nyp.33433082305636
nyp.33433082305644	The Bobbsey twins on the deep blue sea / by Laura Lee Hope. 	Hope, Laura Lee.	1918-00-00	1	2574200			https://catalog.hathitrust.org/Record/005104161	https://hdl.handle.net/2027/nyp.33433082305644
hvd.hw1z90	The book of adventure; ed. by Nathan Haskell Dole ... 	Dole, Nathan Haskell, 1852-1935,	1902-00-00	1	18156817	03008564		https://catalog.hathitrust.org/Record/100533319	https://hdl.handle.net/2027/hvd.hw1z90
mdp.39076002660541	A boy scout in the Balkans / by John Finnemore ; with six coloured ilustrations by W.H.C. Groome. 	Finnemore, John, b. 1863.	1913-00-00	1	22885751	a14000377		https://catalog.hathitrust.org/Record/009930257	https://hdl.handle.net/2027/mdp.39076002660541
ucw.ark:/13960/t8nc63t99	Boys' heroes / by Edward Everett Hale. 	Hale, Edward Everett, 1822-1909.	1886-00-00	1	5422907	04016928		https://catalog.hathitrust.org/Record/100190648	https://hdl.handle.net/2027/ucw.ark:/13960/t8nc63t99
njp.32101068581824	The bravo : a Venetian story / by Fenimore Cooper. 	Cooper, James Fenimore, 1789-1851.	1831-00-00	1	8562760			https://catalog.hathitrust.org/Record/008972767	https://hdl.handle.net/2027/njp.32101068581824
