htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
hvd.hn1sbm	Jane Eyre. 	Brontë, Charlotte, 1816-1855.	1885-00-00	1	237229309			https://catalog.hathitrust.org/Record/100486388	https://hdl.handle.net/2027/hvd.hn1sbm
uva.x000094791	The professor / by Charlotte Brontë. 	Brontë, Charlotte, 1816-1855.	1907-00-00	9	4066568			https://catalog.hathitrust.org/Record/009793904	https://hdl.handle.net/2027/uva.x000094791
